experiment_key,plot_label,video_key,scene,architecture,variant,tracker,region_mode,direction,class,predicted_count,manual_count,signed_error,abs_error,pct_error,abs_pct_error,count_accuracy,min_duration_s,max_duration_s,min_avg_conf
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,keke,186,181,5,5,2.7624309392265194,2.7624309392265194,0.9723756906077348,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,bus,6,0,6,6,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,car,241,106,135,135,127.35849056603773,127.35849056603773,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,keke,79,206,-127,127,-61.650485436893206,61.650485436893206,0.383495145631068,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,truck,3,20,-17,17,-85.0,85.0,0.15000000000000002,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,keke,2,181,-179,179,-98.89502762430939,98.89502762430939,0.011049723756906049,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,car,2,106,-104,104,-98.11320754716981,98.11320754716981,0.018867924528301883,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,car,127,108,19,19,17.59259259259259,17.59259259259259,0.8240740740740741,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,keke,187,181,6,6,3.314917127071823,3.314917127071823,0.9668508287292817,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,bus,10,0,10,10,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,car,219,106,113,113,106.60377358490567,106.60377358490567,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,keke,93,206,-113,113,-54.85436893203884,54.85436893203884,0.45145631067961167,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,truck,9,20,-11,11,-55.0,55.0,0.44999999999999996,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,car,136,108,28,28,25.925925925925927,25.925925925925927,0.7407407407407407,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,truck,11,23,-12,12,-52.17391304347826,52.17391304347826,0.4782608695652174,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,bus,28,0,28,28,,,,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,car,139,106,33,33,31.132075471698112,31.132075471698112,0.6886792452830188,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,truck,4,20,-16,16,-80.0,80.0,0.19999999999999996,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,downward,car,136,108,28,28,25.925925925925927,25.925925925925927,0.7407407407407407,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,downward,truck,12,23,-11,11,-47.82608695652174,47.82608695652174,0.5217391304347826,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,upward,bus,30,0,30,30,,,,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,upward,car,137,106,31,31,29.245283018867923,29.245283018867923,0.7075471698113207,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,roi,upward,truck,4,20,-16,16,-80.0,80.0,0.19999999999999996,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,downward,keke,1,181,-180,180,-99.4475138121547,99.4475138121547,0.0055248618784530246,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,full_frame,upward,truck,1,20,-19,19,-95.0,95.0,0.050000000000000044,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,downward,car,133,108,25,25,23.14814814814815,23.14814814814815,0.7685185185185185,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,downward,keke,174,181,-7,7,-3.867403314917127,3.867403314917127,0.9613259668508287,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,downward,truck,3,23,-20,20,-86.95652173913044,86.95652173913044,0.13043478260869568,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,upward,bus,45,0,45,45,,,,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,upward,car,209,106,103,103,97.16981132075472,97.16981132075472,0.028301886792452824,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,upward,keke,38,206,-168,168,-81.55339805825243,81.55339805825243,0.18446601941747576,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,botsort,roi,upward,truck,25,20,5,5,25.0,25.0,0.75,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,downward,keke,1,181,-180,180,-99.4475138121547,99.4475138121547,0.0055248618784530246,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,downward,truck,3,23,-20,20,-86.95652173913044,86.95652173913044,0.13043478260869568,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,full_frame,upward,truck,1,20,-19,19,-95.0,95.0,0.050000000000000044,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,downward,car,133,108,25,25,23.14814814814815,23.14814814814815,0.7685185185185185,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,downward,keke,164,181,-17,17,-9.392265193370166,9.392265193370166,0.9060773480662984,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,downward,truck,3,23,-20,20,-86.95652173913044,86.95652173913044,0.13043478260869568,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,upward,bus,50,0,50,50,,,,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,upward,car,194,106,88,88,83.01886792452831,83.01886792452831,0.16981132075471694,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,upward,keke,41,206,-165,165,-80.09708737864078,80.09708737864078,0.19902912621359226,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,tuned,bytetrack,roi,upward,truck,34,20,14,14,70.0,70.0,0.30000000000000004,0.15,10.0,0.4
